Name,Professor_ID,Difficulty,Clarity,Grade
Ann Forbes, 27, 4, 3, 1
Mary Graham, 47, 3, 1, 5
Brian Williams, 10, 5, 5, 4
Paul Hawkins, 31, 5, 1, 1
Brenda Suarez, 33, 1, 3, 1
Brian Choi, 43, 4, 3, 2
Michael Chan, 4, 1, 1, 4
Cynthia Gordon, 9, 2, 1, 4
Robert Lopez, 18, 5, 3, 2
Bethany Smith, 17, 5, 3, 2
John Schmidt, 50, 5, 3, 4
Stacey Ortiz, 41, 4, 3, 4
Dr. David Allen, 3, 2, 5, 2
John Macias, 1, 2, 1, 5
William Olsen, 11, 5, 1, 2
Benjamin Hurst, 49, 5, 5, 2
Ronald Rivers, 11, 2, 5, 1
Becky Schneider, 48, 2, 5, 5
Lee Hardy, 19, 3, 4, 1
Dr. Angela Thompson MD, 5, 5, 5, 5
Tammy Harrell, 35, 2, 1, 4
Matthew Harris, 7, 4, 3, 2
Kimberly Evans, 37, 3, 1, 2
George James, 37, 3, 2, 5
Alicia Thompson, 1, 4, 5, 1
Steven Garza, 10, 3, 3, 5
Melinda Stanley, 39, 1, 2, 3
John Graham, 19, 1, 3, 1
Jessica Johnson, 10, 5, 2, 4
Brenda Guzman, 13, 4, 1, 3
Samantha Mueller, 25, 3, 1, 5
Jennifer Brown, 24, 5, 3, 5
Tony Castro, 24, 1, 5, 3
Taylor Martinez, 47, 2, 1, 1
Russell Brooks, 28, 2, 2, 1
Marie Lee MD, 31, 3, 4, 5
Ryan Wang, 33, 3, 2, 1
Taylor Morrow, 47, 4, 5, 3
Nicole Cook, 39, 3, 5, 3
Mathew Burns, 18, 3, 4, 2
Miranda Miller, 17, 2, 3, 2
Jonathan Montoya, 46, 2, 4, 5
Chelsey Taylor, 34, 1, 2, 1
Rodney Johnson, 5, 3, 1, 1
Elizabeth Barton, 31, 5, 5, 5
Erik Collins, 41, 4, 2, 3
Kim Hess, 29, 2, 4, 4
Samantha Williams, 21, 5, 1, 3
Robert Shepard, 39, 5, 5, 5
Willie Moran, 42, 5, 5, 5
Hailey Washington, 49, 5, 3, 4
Charles Williams, 21, 1, 2, 5
Bryan Ryan, 41, 2, 5, 1
Jacqueline Bishop, 27, 1, 1, 3
Grant Fischer, 50, 3, 2, 5
Laura Bowman, 34, 1, 4, 2
Jonathan Olsen, 26, 5, 1, 5
Taylor Hamilton, 30, 3, 3, 3
Robert Hester, 42, 5, 1, 3
William Richardson, 17, 5, 3, 1
Amber Williams, 18, 2, 2, 3
Pamela Hall, 35, 1, 5, 2
Andrew Mullen, 19, 1, 2, 3
Douglas King, 26, 4, 4, 2
Cynthia Duncan, 30, 3, 2, 3
Stacey Collins, 40, 1, 1, 1
Erik Miller, 38, 1, 1, 4
Heather Matthews, 3, 1, 5, 5
Mark Olsen, 47, 2, 2, 3
Norman Larsen, 9, 2, 1, 4
Frederick Kirk, 2, 4, 3, 4
Brooke Clark, 17, 1, 4, 4
Robert Walker, 9, 1, 3, 3
Charlotte Marshall, 3, 3, 3, 4
Isaac Nelson, 36, 3, 1, 5
Rebecca Brown, 19, 4, 1, 2
Daniel Smith, 26, 4, 2, 2
Heather Valencia, 35, 2, 5, 3
Justin Hall, 30, 4, 4, 5
Todd Robinson, 11, 4, 2, 4
Jacob Alvarez, 36, 1, 4, 3
Alexis Graham, 29, 2, 1, 1
Robin Parker, 7, 1, 2, 3
Melissa Phillips, 22, 5, 3, 1
Samuel Farrell, 46, 2, 1, 4
Anthony Thompson, 17, 5, 5, 2
Mr. Gerald Simmons, 25, 1, 2, 3
Anthony Rodriguez, 48, 2, 4, 1
Jennifer Duncan, 40, 1, 1, 2
Dr. Keith Robbins, 32, 5, 1, 2
Kathleen Taylor, 29, 3, 1, 1
Diana Ball, 19, 1, 4, 5
Andrea Hart, 44, 3, 5, 5
Sarah Morgan, 32, 2, 2, 3
Laura Gregory, 29, 2, 5, 5
Madison Thomas, 21, 4, 1, 1
Meagan Smith, 9, 4, 4, 3
Victoria Preston, 50, 1, 5, 1
Roy White, 12, 4, 4, 5
Jason Chavez, 15, 4, 1, 2
Mrs. April Landry MD, 42, 5, 2, 3
Mrs. Donna Johnson, 6, 5, 2, 1
Taylor Clark, 49, 3, 1, 2
Elizabeth Bennett, 39, 4, 1, 2
Michael Lopez, 39, 2, 3, 5
Andrea Levine, 32, 5, 1, 5
Anthony Rose, 10, 5, 1, 3
George Frost, 47, 3, 4, 1
Michael Holmes, 44, 2, 4, 3
Katrina Morgan, 31, 4, 1, 5
Melissa Brown, 49, 3, 2, 2
Cassandra Parker, 47, 3, 2, 4
Emily Quinn, 14, 2, 5, 2
Deborah Stout, 35, 3, 2, 1
William Hurley, 28, 1, 4, 2
Mrs. Angela Barr, 37, 4, 2, 1
Hannah Bowman, 34, 2, 2, 5
Patricia Simon, 24, 4, 3, 4
Michael Payne, 44, 1, 1, 4
Andrea James, 45, 2, 4, 4
Vincent Rodriguez, 38, 2, 2, 5
Tara Olson, 10, 1, 1, 1
Arthur Young, 45, 2, 4, 1
Randy Diaz, 6, 2, 2, 4
Carrie Howell, 25, 5, 3, 1
Rebecca Smith, 26, 3, 2, 1
Matthew Sweeney, 27, 2, 3, 1
Benjamin Conner, 23, 5, 4, 3
Shelly Reynolds, 22, 2, 4, 3
Alexander Frank, 21, 4, 1, 5
David Bradley, 3, 4, 3, 2
Gary White, 30, 2, 1, 1
Matthew Vasquez, 48, 3, 1, 2
Mark Monroe, 29, 5, 4, 3
Timothy Melton, 17, 4, 4, 3
Christian James, 7, 1, 3, 2
Michele Grant, 8, 2, 4, 4
Dana Turner, 47, 2, 3, 3
Cameron Hicks, 46, 2, 1, 2
Adam Stewart, 40, 2, 5, 4
Francisco Fuentes, 44, 5, 5, 2
Karen Bridges, 6, 3, 3, 3
Wanda Cooper, 43, 3, 3, 5
Sandra Taylor, 39, 5, 2, 3
Cheryl Thomas, 13, 4, 3, 1
Cynthia Meadows, 5, 4, 2, 1
Jennifer Stone, 5, 2, 4, 1
Tara Scott, 49, 5, 3, 3
Kayla Marshall, 15, 4, 2, 5
Jennifer Adkins, 34, 4, 2, 5
Ryan Walker, 49, 3, 2, 2
Gregory Hale PhD, 10, 2, 2, 3
Tara Taylor, 48, 1, 4, 1
Tiffany Rodriguez, 42, 4, 2, 4
Shannon White, 42, 5, 2, 5
Oscar Lawrence, 14, 3, 1, 5
Lori Hopkins, 44, 1, 1, 5
Rebecca Pineda, 18, 1, 5, 4
Timothy Mccoy, 38, 3, 4, 5
Jeff Johnson, 49, 2, 4, 5
Mary Jones, 24, 5, 2, 3
James Berger, 4, 3, 5, 1
Vanessa May, 35, 1, 2, 5
Amanda Lane, 49, 1, 1, 2
Travis Espinoza, 21, 1, 1, 1
Dustin Levy, 14, 5, 2, 3
Carlos Johnson, 41, 4, 4, 2
Lauren Davis, 13, 1, 3, 3
Mark Monroe, 24, 3, 5, 3
Sydney Lopez, 22, 1, 4, 1
Scott Flores, 18, 2, 3, 4
Rebecca Roth, 49, 4, 5, 2
Kevin Ruiz, 45, 5, 2, 4
Melissa Cordova, 9, 2, 4, 2
Justin Brown, 49, 2, 4, 2
Eric Glover, 35, 3, 1, 1
Tara Campos, 41, 2, 3, 4
Michelle Cooper, 13, 1, 2, 5
Mary Alvarez, 31, 2, 2, 4
Justin Ward, 6, 5, 2, 5
Joseph Robinson, 17, 4, 3, 1
Jon Rosales, 2, 3, 4, 1
Dalton Anderson, 38, 2, 3, 5
Dustin Weaver, 35, 1, 4, 5
Mitchell White, 3, 4, 5, 4
Rebecca Garrett, 36, 2, 1, 1
Thomas Moyer, 16, 3, 5, 2
Luis Ballard, 33, 4, 3, 3
Melissa Brown, 12, 5, 1, 3
Janice Cooper, 34, 4, 5, 5
Heather Gray, 49, 3, 4, 4
Eric Campos, 18, 5, 2, 1
Michael Bennett, 32, 5, 1, 5
Andrew Krause, 35, 4, 2, 4
John Webster, 11, 4, 1, 1
Tyler Walker, 29, 3, 1, 2
Mr. James Jackson, 38, 1, 5, 4
Mrs. Melissa Mora, 44, 1, 1, 2
Michael Johnson, 33, 3, 5, 5
Lindsey Olson, 8, 1, 4, 2
Yolanda Matthews, 46, 1, 5, 4
Elizabeth Randall, 32, 2, 2, 3
Logan Allen, 5, 5, 4, 4
Angela Edwards, 10, 5, 1, 5
Eric Rice, 26, 1, 4, 4
Deborah Schmidt, 5, 3, 2, 1
Amanda Riley, 16, 3, 4, 3
Devon Merritt, 32, 3, 2, 3
Jonathan Robinson, 5, 4, 5, 2
Rebecca Greene, 48, 2, 4, 4
Patricia Butler, 14, 4, 5, 5
Brenda Avila, 5, 1, 2, 1
Amanda Stewart, 36, 4, 2, 4
Barbara Sullivan, 31, 1, 4, 1
Rose Baker, 43, 2, 1, 4
Jenna Brooks, 47, 5, 4, 3
Karen Villegas, 13, 3, 5, 4
Julie Martinez, 50, 5, 2, 5
Maureen Carson, 9, 4, 4, 5
Ryan Brown, 12, 5, 5, 2
Bobby Morales, 5, 1, 4, 2
Matthew Crane, 14, 4, 3, 2
Lori Carr, 37, 4, 2, 5
Joseph Lyons, 36, 5, 5, 2
Mitchell Savage, 8, 4, 1, 2
Juan Mcneil, 49, 1, 4, 4
Christina Rodriguez, 25, 4, 5, 3
Sarah Harris, 43, 2, 3, 2
James Buck, 3, 1, 4, 3
Bob Jimenez, 5, 3, 3, 1
Annette Dillon, 26, 3, 4, 2
Michael Woods, 17, 4, 5, 4
Jack Sandoval, 50, 1, 3, 3
Dr. Alicia Mann MD, 1, 5, 4, 2
Anthony Wong, 34, 5, 5, 2
Michael Nguyen, 34, 2, 5, 4
Brian Smith, 9, 3, 4, 3
Janet Jackson, 21, 2, 4, 3
Amber Bradshaw, 20, 2, 3, 5
Lawrence Butler, 19, 4, 5, 3
Matthew Smith, 31, 1, 3, 1
Rebecca Wong, 9, 1, 3, 5
Debbie Fernandez, 15, 4, 3, 3
Katrina Miller, 46, 4, 5, 5
Bryan Harris, 27, 2, 2, 1
Donald Lowe, 49, 2, 2, 2
Joshua Yang, 30, 5, 2, 5
Amber Tran, 29, 3, 2, 1
Frederick Martin, 48, 2, 3, 2
Raymond Martin, 34, 1, 4, 1
Jose Juarez, 33, 5, 5, 3
Jacob Jones, 13, 4, 1, 5
Arthur Davis, 41, 2, 2, 1
Christina Cabrera, 41, 4, 2, 2
Alicia Howard, 46, 2, 2, 1
Phillip Thompson, 26, 2, 1, 4
Charles Johnson, 27, 3, 4, 2
Patrick Jackson, 21, 4, 4, 1
Emma Bass, 36, 3, 4, 4
Ashlee Anderson, 32, 4, 2, 1
Christopher Kennedy, 36, 3, 3, 2
Nathaniel Barrera, 15, 2, 5, 5
Gabriella Garcia MD, 2, 2, 2, 4
Nicole Jefferson, 2, 2, 4, 2
Nancy Galloway, 38, 5, 4, 2
Michelle Jimenez, 4, 1, 1, 3
Nicole Ray, 35, 3, 3, 3
Ashley Reid, 3, 2, 4, 2
John Williams, 13, 4, 1, 3
Albert Meyer, 8, 5, 1, 1
Vicki Trujillo, 6, 4, 5, 1
Philip Ramirez, 36, 5, 2, 2
Amy Lynch DDS, 36, 1, 2, 4
Jason Brown, 50, 2, 3, 5
Melinda Gray, 41, 1, 4, 4
Kyle Zimmerman, 7, 3, 4, 2
Michelle Henderson, 1, 5, 5, 2
Dawn Davis, 38, 3, 1, 2
Eric Smith, 46, 5, 5, 2
Regina White, 1, 3, 5, 5
Stacy Harper, 6, 5, 3, 3
Rebecca Espinoza, 26, 3, 5, 4
Micheal Thompson, 25, 3, 2, 3
John Wolf, 11, 4, 4, 2
Jessica Wilson, 5, 4, 5, 1
Christopher Mullins, 38, 1, 2, 2
Scott Zimmerman, 12, 5, 4, 5
David Cantrell, 36, 2, 4, 2
Michael Schneider, 41, 3, 4, 1
David Sanders, 8, 4, 2, 4
Stephen Cruz, 46, 1, 2, 1
Shannon Douglas, 3, 3, 1, 3
Donna Christian, 34, 1, 4, 4
Stacy Davis, 6, 1, 4, 2
Diana Morgan, 27, 3, 3, 5
Diane Ramsey, 20, 3, 5, 4
Antonio Meyers, 35, 2, 4, 4
Nancy Shelton, 40, 1, 4, 3
Christopher Anderson, 17, 4, 1, 2
Gilbert Baird, 1, 5, 5, 5
Rachel Rowe, 18, 5, 1, 3
Donald Lopez, 31, 2, 2, 5
Jennifer Morris, 19, 2, 4, 3
Steve Terry, 38, 4, 5, 2
Courtney Jones, 21, 5, 1, 4
Michael Hill, 34, 1, 3, 5
Alison Buckley, 30, 5, 1, 5
Tami Young, 8, 2, 3, 5
Alexander Foley, 12, 5, 3, 3
Michele Obrien, 22, 3, 3, 1
Kaitlyn Robbins, 40, 1, 5, 5
Tracy Reed, 1, 2, 2, 2
Lauren Hodges, 6, 1, 1, 1
Brett Robinson, 45, 2, 2, 3
Jennifer Berger MD, 8, 3, 1, 5
John Thomas, 37, 3, 3, 2
Rachael Warren, 27, 4, 2, 1
Sean Thomas, 23, 4, 3, 2
Jose Rodriguez, 1, 3, 3, 1
Christopher Quinn, 7, 4, 4, 5
Gina Bailey, 40, 4, 2, 1
Nicholas Cole, 32, 3, 4, 3
John Hall, 32, 5, 4, 5
Kevin Mccullough, 10, 5, 3, 1
Barbara Lawson, 35, 4, 3, 5
Emily Lopez, 8, 5, 4, 3
Michael Frazier, 43, 5, 2, 1
David Beasley, 19, 2, 1, 3
William Riley, 36, 3, 5, 5
Erin Hopkins, 40, 1, 4, 4
Alan Gonzales, 2, 5, 3, 5
Douglas Spencer, 33, 3, 2, 5
Chad Henderson, 26, 3, 4, 2
Vicki Clark, 24, 2, 1, 1
Jasmine Williams, 43, 4, 2, 4
Mariah Ramsey, 34, 3, 2, 1
Timothy Sanchez, 44, 1, 2, 1
Donald Baird, 9, 4, 5, 2
Tristan Owen, 1, 3, 3, 1
Paige Stokes, 6, 5, 4, 3
William Herrera, 40, 1, 1, 3
Donald Beck, 21, 3, 3, 5
John Perry, 16, 2, 1, 3
Matthew Wheeler, 49, 5, 2, 2
Caitlin Brown, 18, 4, 3, 5
Christine Crosby, 4, 3, 2, 2
Jackson Anderson, 28, 1, 1, 5
Kevin Ortega, 34, 3, 1, 2
Dawn Hunter, 6, 3, 3, 2
Joshua Steele, 33, 5, 2, 2
Jeff Stewart, 4, 2, 4, 3
Anthony Lester, 25, 4, 2, 4
Sandra Brewer, 17, 3, 4, 2
Jill Hill, 46, 1, 3, 2
Margaret Meyers, 36, 5, 2, 4
Sandra Richards, 9, 1, 5, 2
Michele Stewart, 38, 4, 4, 1
Kimberly Baker, 44, 3, 5, 5
Darlene Haynes, 6, 4, 1, 3
Matthew Hines, 19, 5, 4, 2
Melody Cochran, 33, 1, 2, 2
Amanda Sanford, 6, 5, 5, 4
Jerry Bennett, 39, 1, 1, 5
Marvin Gonzalez, 9, 2, 2, 2
Sharon Townsend, 8, 2, 2, 5
Dylan Hawkins, 41, 1, 1, 3
Jasmine Fuller, 35, 5, 4, 4
Michael Brooks, 27, 1, 1, 1
Samantha Chavez, 4, 3, 4, 4
Stacy Hernandez, 30, 3, 4, 4
Lori Young, 22, 4, 5, 5
Phillip Castillo, 3, 5, 5, 3
Christopher Jones, 33, 2, 4, 3
Susan Andrews, 45, 3, 1, 1
Bethany Salinas, 1, 3, 1, 3
William Acevedo, 2, 2, 5, 4
Christina Wallace, 1, 1, 2, 4
Nicole King, 15, 1, 1, 5
Kristen Hernandez, 40, 2, 5, 3
Kathleen Rios, 19, 5, 4, 4
Travis Sparks, 3, 2, 3, 5
Jacob Mcclure, 8, 5, 2, 3
Luke Leonard, 4, 2, 2, 4
Dr. Harry Knight PhD, 21, 2, 4, 1
Michael Garcia, 14, 2, 1, 2
Allison Marshall, 50, 1, 4, 5
Sabrina Thompson, 19, 3, 1, 1
Sarah Roberts, 24, 5, 5, 3
Sandra Harmon, 1, 5, 4, 4
Marc Middleton, 11, 3, 4, 2
Dale Shaw, 22, 4, 2, 3
Maria Davis, 33, 1, 4, 2
Jordan Zimmerman, 5, 3, 4, 3
Justin Sullivan, 16, 4, 4, 2
Christopher Henry, 39, 3, 2, 5
David Ball, 19, 5, 1, 3
Darrell Dunn, 29, 2, 1, 4
Shawn Hooper, 46, 1, 4, 4
Crystal Miller, 13, 2, 1, 3
Robert Christian, 41, 1, 1, 3
Taylor Brown, 3, 1, 3, 4
Anthony Day, 7, 3, 2, 5
Chase Pacheco, 40, 2, 2, 4
James Todd, 39, 4, 4, 1
Michelle Boyd, 40, 2, 4, 2
Lisa Santiago, 15, 1, 5, 4
Michael Martinez, 29, 2, 2, 2
Kevin Miller, 16, 2, 1, 4
Carrie Harris, 18, 5, 5, 2
Christopher Ortiz, 50, 3, 5, 1
April Wolfe, 7, 4, 1, 1
Sarah Perkins, 35, 4, 3, 4
Amanda Garcia, 24, 5, 4, 5
Christine Conley, 5, 3, 1, 3
John Patel, 47, 1, 4, 5
Monica Butler, 24, 4, 1, 1
Robert Marshall, 25, 2, 3, 4
David Kelly, 27, 5, 3, 2
Laura Marsh, 4, 4, 3, 4
James Watkins, 25, 3, 5, 3
Christopher Graham, 8, 5, 1, 3
Patricia Walker, 17, 2, 5, 4
Mr. Bruce Wright, 20, 3, 2, 1
Destiny Anderson, 12, 5, 1, 5
Amber Harmon, 34, 2, 2, 1
Rebecca Hunter, 37, 2, 5, 3
Christine Kim, 5, 1, 5, 2
Zachary Higgins, 44, 5, 2, 1
Kyle Hughes, 8, 4, 5, 4
Andrea George, 47, 3, 2, 4
Jeffrey Hughes, 38, 5, 1, 3
Eric Young, 34, 3, 2, 4
Christine Sampson, 45, 2, 3, 3
Michael Morales, 13, 1, 2, 3
Kristy Lopez, 35, 4, 5, 4
Erica Calderon, 33, 4, 5, 3
Rachel Dalton, 6, 4, 3, 4
Jamie Barron, 29, 5, 3, 2
Jennifer Green, 11, 3, 3, 2
Maria Butler, 34, 4, 1, 2
Joe Gutierrez, 20, 4, 1, 3
Julian Washington, 33, 5, 4, 1
John Scott, 8, 5, 2, 1
Robert Castillo, 37, 3, 3, 3
Jack Powell, 21, 2, 1, 5
Terrance Holt, 21, 1, 1, 5
Teresa Robinson, 25, 5, 3, 2
Mary Frederick, 9, 1, 1, 5
Michael Reed, 4, 4, 1, 1
Stephen Ho, 48, 2, 2, 3
Benjamin Larson, 40, 1, 5, 2
Seth Jones, 35, 1, 1, 2
Susan Williams, 45, 5, 4, 2
Christopher Crawford, 26, 5, 5, 4
Mary Mcdonald, 11, 1, 4, 4
Erica Hicks MD, 40, 1, 5, 5
Patricia Morris, 5, 4, 3, 3
Hannah York, 23, 5, 1, 4
Sarah Olson, 18, 5, 3, 1
Shannon Ritter, 44, 4, 5, 2
Eric Juarez, 22, 4, 3, 5
Victoria Bailey, 3, 3, 5, 1
Sarah Cantrell, 38, 5, 5, 2
Daniel Jones, 31, 4, 3, 3
George Mclean, 49, 2, 5, 4
Jennifer Miller, 32, 3, 3, 2
Benjamin Buck, 50, 4, 5, 2
Julia Richardson, 38, 2, 2, 2
Kristen Rivera, 37, 4, 4, 4
Monica Matthews, 4, 2, 5, 3
Andrew Gomez, 27, 3, 4, 1
Cameron Townsend, 23, 5, 4, 1
Mary Prince, 37, 4, 2, 1
Robert Swanson, 13, 4, 1, 3
Robert Bell, 21, 3, 2, 2
Michael Garcia, 21, 4, 4, 5
Jeffrey Ryan, 37, 1, 4, 2
Jennifer Larsen, 30, 5, 5, 2
James Allen, 30, 3, 4, 1
Anna Valdez, 43, 5, 5, 1
Kim Vega, 15, 3, 1, 4
Robert Horn, 47, 1, 2, 3
Kelsey Gay, 27, 3, 3, 2
Jesse Leach, 12, 2, 4, 1
Lori Miller, 45, 4, 2, 1
Michele Donaldson, 33, 4, 2, 2
Kelly Rodgers, 33, 4, 5, 4
Thomas Aguirre, 18, 4, 1, 4
Jimmy Walker, 21, 1, 1, 1
Jay Harris, 1, 1, 2, 2
Morgan Noble, 32, 3, 5, 5
Michael Jackson, 16, 5, 5, 1
Scott Ford, 24, 5, 3, 2
Rebecca Solomon, 20, 5, 1, 2
Martin Prince, 21, 4, 5, 2
Jonathan Chandler, 48, 2, 3, 2
Michael Hernandez, 46, 2, 2, 2
Kristin Tyler, 8, 1, 1, 4
William Coleman, 38, 3, 4, 2
Lori Smith, 31, 3, 3, 2
Hannah Santos, 4, 2, 2, 5
Daniel Kennedy, 5, 2, 1, 5
Charles White, 26, 5, 5, 5
Amanda Hendrix, 49, 4, 2, 2
Dr. Briana Rogers, 31, 2, 5, 4
Jordan Young, 22, 2, 2, 5
Andrew Galvan, 26, 5, 4, 2
Brandi Wallace DVM, 46, 4, 5, 2
Paul Sharp, 11, 1, 4, 1
Emma Rodriguez, 48, 2, 4, 1
Michael Bonilla, 28, 4, 2, 4
Jesus Mcfarland, 1, 3, 1, 4
Richard Mathews, 23, 5, 2, 5
Eric Brown, 14, 4, 2, 3
James Melendez, 23, 2, 2, 1
Melanie Mathews, 50, 3, 3, 5
Beth Peterson, 17, 2, 2, 2
David Stanton, 48, 2, 3, 3
Gary Pearson, 8, 1, 3, 4
Kimberly Cook, 9, 1, 4, 5
Kendra Sims, 20, 5, 3, 4
Steven Brown, 37, 5, 1, 3
Sean Rice, 41, 3, 1, 5
Eric Rodriguez, 41, 5, 4, 4
Mark Page, 50, 1, 4, 4
James Osborne, 16, 4, 2, 4
Kristy Cummings, 20, 4, 5, 1
Andrew Ponce, 7, 1, 4, 4
Dominique Rivera, 15, 4, 4, 2
Derek Long, 9, 1, 5, 5
Francisco Gill, 24, 5, 5, 1
Dr. Samantha Clarke, 18, 5, 4, 3
Connor Smith, 22, 3, 3, 4
Jessica Ross, 36, 2, 1, 3
Erica Logan, 11, 5, 2, 4
Austin Bowman, 42, 1, 3, 3
Mary French, 38, 2, 2, 3
Daniel Campbell II, 29, 4, 1, 2
Carrie Anthony, 44, 1, 3, 5
Jessica Ball, 40, 2, 1, 1
Patrick Molina, 25, 1, 3, 1
Christopher Wilson, 23, 2, 5, 4
Luis House, 35, 3, 1, 2
Carolyn Dickerson, 30, 3, 1, 5
Diamond Davies, 7, 4, 3, 1
Brittney Ball, 43, 5, 5, 2
Scott Austin, 45, 1, 3, 1
David Potter, 17, 3, 4, 4
Victoria Lewis, 40, 4, 1, 1
Luis Howard, 2, 1, 3, 1
Nicholas Johnson, 31, 4, 2, 5
Jeremy Christian, 7, 1, 3, 2
Amber Flores, 32, 4, 3, 2
Shannon Ortiz, 24, 4, 2, 2
Robert Mendoza, 30, 2, 3, 4
Sherry Richardson, 46, 1, 3, 5
Timothy Hall, 7, 2, 3, 4
Erik King, 20, 1, 1, 2
Sandra Watts, 6, 4, 3, 4
Annette Burch, 31, 5, 2, 5
Sophia Bowen, 37, 4, 2, 5
Jesus Forbes, 25, 4, 1, 1
Bryce Vega, 4, 3, 2, 5
Deanna Turner, 15, 1, 2, 4
Edwin Anderson, 44, 3, 2, 3
Curtis Rivers, 44, 1, 4, 3
Taylor Stevens, 12, 1, 3, 3
Ebony Miller, 21, 5, 1, 1
Caitlyn Mclaughlin, 14, 4, 3, 5
Deborah Miller, 12, 4, 4, 1
Angel Sanders, 11, 5, 2, 4
Kathy Lambert, 3, 3, 1, 3
Alexis Martin, 31, 3, 3, 2
Steven Green, 48, 5, 5, 3
Lisa Thompson, 5, 5, 4, 4
Wendy Newton, 32, 5, 1, 5
Christine Goodman, 12, 5, 2, 2
Richard Smith, 14, 5, 3, 2
Richard Garcia, 1, 3, 5, 2
Caleb Nelson, 11, 3, 4, 4
Amber Malone, 44, 5, 4, 5
Melissa Williams, 35, 4, 3, 5
Tamara Williamson, 45, 5, 3, 4
Amber Wallace, 14, 5, 4, 2
Jeff Myers, 1, 5, 5, 1
Kathy Lopez, 26, 5, 1, 3
Jonathan Hernandez, 35, 5, 1, 4
Gregory Richardson, 25, 3, 2, 5
David Miller, 6, 1, 2, 1
Andrea Alexander, 30, 2, 5, 3
Gregory Miranda, 35, 1, 2, 2
Amanda Rowe, 5, 1, 2, 1
Cody Fisher, 10, 4, 2, 3
Erika Holt, 20, 2, 4, 2
Dawn Alexander, 26, 4, 2, 3
Samantha Jones, 42, 1, 2, 1
Ricky Lewis, 20, 2, 4, 4
Jessica Norton, 36, 4, 3, 5
Jared Gonzalez, 43, 1, 5, 2
Corey Garrison, 1, 4, 4, 1
Monica Rogers, 34, 1, 2, 3
Cheryl Cole, 25, 1, 2, 2
Daniel Tran, 41, 1, 3, 5
Eric Lee, 48, 1, 2, 1
David Oliver, 4, 4, 4, 4
Stephen Snyder, 27, 4, 3, 3
Dustin Ponce, 12, 1, 1, 5
Erin Miranda, 27, 2, 2, 1
Christopher Williams, 1, 1, 3, 4
Ryan Jackson, 36, 2, 2, 5
Heather Lucas, 17, 4, 3, 4
James Wilkinson, 31, 4, 3, 2
Brooke Nelson, 21, 1, 2, 3
Kevin Cox, 29, 4, 1, 3
Michelle Hoffman, 21, 2, 4, 3
Melanie Walsh, 8, 2, 1, 4
Peter Johnson, 1, 5, 5, 2
Cody Caldwell, 49, 4, 3, 1
Hannah Whitaker, 50, 3, 2, 3
Matthew Chen, 49, 5, 5, 5
Richard Hopkins DDS, 5, 2, 2, 2
Tyler Hooper, 15, 2, 5, 5
Megan Jones, 13, 1, 5, 3
Kayla Douglas, 41, 5, 3, 2
Mr. Marc Kelly, 3, 5, 3, 1
Vanessa Baker, 37, 4, 3, 4
Johnathan Moore, 45, 2, 3, 4
Carol Anderson, 18, 2, 5, 3
Bryan Williams, 1, 3, 2, 4
Nancy Barnes, 41, 2, 4, 1
David Jones, 14, 4, 5, 5
Mr. Kevin Wood DDS, 28, 2, 4, 5
Adam Roach, 49, 4, 2, 5
Tammy Bray, 28, 3, 2, 1
Michelle Davis, 8, 5, 3, 3
Zachary Caldwell, 47, 4, 5, 5
Patrick Jones, 31, 4, 5, 3
Michelle Wells, 25, 3, 4, 1
Nina Walker, 31, 3, 3, 4
Brittany Ramirez, 38, 3, 1, 1
Matthew Nichols, 34, 3, 2, 2
Kristen Simmons, 26, 3, 5, 5
Jake Wilson, 5, 2, 2, 4
Elaine Barnes, 24, 3, 3, 2
Taylor Estes, 9, 2, 2, 1
Donna Austin, 34, 4, 3, 5
Barbara Dickson, 46, 5, 4, 2
Rachel Sanford, 16, 5, 5, 5
Patrick Maldonado, 46, 5, 2, 5
Cheyenne Scott, 44, 4, 2, 3
Caleb Wilson, 27, 2, 1, 4
Tara Townsend, 38, 1, 4, 3
Carolyn Watts, 2, 2, 3, 3
Loretta Davis, 6, 3, 3, 5
Paul Lowe, 6, 5, 3, 3
David Lambert, 43, 4, 3, 5
James Savage, 6, 1, 5, 1
Kristy Parsons, 15, 5, 3, 5
Kelly Duran, 35, 5, 3, 3
Patrick Frederick, 20, 5, 4, 4
Makayla Ward, 3, 3, 1, 1
Pamela Schmidt, 31, 2, 1, 4
Karen Pratt, 5, 2, 5, 1
Melanie Bautista, 44, 1, 5, 1
Katherine Stewart, 50, 1, 3, 1
Eric Roth, 36, 2, 2, 5
Emily Reyes, 15, 4, 1, 2
Matthew Morales, 41, 3, 4, 5
Mark Humphrey, 5, 1, 1, 4
Alicia Vargas, 1, 3, 3, 5
Joseph Wise, 16, 4, 1, 3
Sarah Hebert, 29, 4, 1, 1
Kiara Patel, 47, 5, 5, 2
Jared Washington, 50, 4, 4, 5
Stephanie White MD, 44, 3, 3, 3
Rachel Bush, 47, 2, 4, 3
Anthony King, 11, 2, 2, 4
Michelle Miller, 15, 3, 2, 3
Jaime Knapp, 23, 3, 3, 1
Joshua Gonzalez, 39, 5, 4, 1
Marie Bell, 45, 1, 5, 1
Corey Meyer, 44, 4, 2, 4
Spencer Stevenson, 21, 3, 5, 3
Christian Larson, 47, 4, 3, 2
Eric Harrell, 31, 1, 1, 4
James Macdonald, 16, 4, 2, 2
